position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
82	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	qIcOhEJxvIw	2019-06-30T14:25:59.000Z	2019-06-30 14:25:59	Fire vs Water - Mixing Makeup Eyeshadow Into Slime! Special Series 122 Satisfying Slime Video	Hi! In this makeup destruction video, I'm going to be Mixing Makeup Eyeshadow into Clear Slime with fire red vs blue water colored makeup. I'll be mixing and breaking up makeup and eye shadow into two clear slimes and separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying slime coloring with makeup special series slime video. Thank you for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Pink 💗 vs 💙 Teal - https://youtu.be/qNmBPEaLxME Pink 💗 vs 💚 Mint - https://youtu.be/iigOAbYeQ-g Pink 💗 vs 💙 Blue #2 - https://youtu.be/tw7tdgZ_oAM Pink💗 vs 💜Purple - https://youtu.be/4xAPB9Qrq-U Pink 💗 vs 💙 Blue #1 - https://youtu.be/8OemNihNqCY Pink 💗 vs 💿 Silver - https://youtu.be/0bsXhOcAgo8 Red ❤️ vs 🍫 Chocolate - https://youtu.be/Du0hlaEfRSw Light Blue 💙 vs 💙 Dark Blue - https://youtu.be/_ti6c4BwuRM Rose 🌹 vs 📀Gold - https://youtu.be/GCBOQJXc_FQ Black 🖤 vs 💚Green - https://youtu.be/0FI-YmVCxMY Red ❤️ vs 🧡 Orange - https://youtu.be/GMO9mURA2Ic Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Pink 💗 vs 💗Pink - https://youtu.be/u0ye5d0l1Nc Blue💙 vs 💗Pink - https://youtu.be/mWsJEbxJyf0 Pink 💗 vs 📀 Gold - https://youtu.be/q8N728katcA Pink 💗 vs 🖤 Black- https://youtu.be/13cRrb4j-Mk Pink💗 vs 🐶Brown - https://youtu.be/19pVn8PV5fA Pink 💗 vs 💛 Yellow - https://youtu.be/VzkxjRTtH2o Pink💗 vs 💜Purple - https://youtu.be/5HBaIUe-Sts Pink💗 vs 🧡Orange - https://youtu.be/qxrTYJEReYk Purple💜 vs 💙 Blue - https://youtu.be/PdCcSDfNy4A Silver💿 vs 📀Gold - https://youtu.be/Iun4FldGDFc Black🖤 vs 💮White - https://youtu.be/_NWr3njEhXY Blue 💙 vs 💿 Silver - https://youtu.be/R_Vh_9F7-Ys Burgundy🏮 vs 🐶Beige - https://youtu.be/kQkv5YuJZJI Teal 💎 vs 🐮 Brown https://youtu.be/NGyLXVjGiH4 Red ❤️ vs 💛 Yellow - https://youtu.be/opjPFOMRqaw Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Teal 💎 vs 💜 Purple - https://youtu.be/RRIA8Q1lsqo Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Orange🧡 vs 💛Yellow - https://youtu.be/JAabZQY6xs4 Purple💜 vs 💚Green - https://youtu.be/DiihirxK3Dc Red🌹 vs 💮White - https://youtu.be/vo1akDO6tBA Black🖤 vs 💛Yellow - https://youtu.be/J0-Qm6rEgcQ Pink💗 vs 💚Green - https://youtu.be/J0-Qm6rEgcQ Gold📀 vs 💎Teal - https://youtu.be/kQrveAnazT8 Green💚 vs 🧡Orange - https://youtu.be/ex1XHvB6ZvY Purple💜 vs 💛Yellow - https://youtu.be/8tg7CxMMiW8 Blue💙 vs ❤️Red - https://youtu.be/MaasbzlDyMQ Black🖤 vs 💗Pink - https://youtu.be/pN_EUbiwm6g Orange🧡 vs 💙Blue - https://youtu.be/Q0J-EXGju94 Red❤️ vs 💚Green - https://youtu.be/LSlUsJtN-Gw Purple💜 vs 🧡Orange -https://youtu.be/R4gkWB6szfY Blue💙 vs 💛Yellow - https://youtu.be/QPMXTaW4hCc Blue💙 vs ❤️Red❤️ vs 💛Yellow - https://youtu.be/YNU_IH3G7YE #lenaslime #makeupslime #eyeshadowslime #makeupasmr #makeupdestruction ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #makeupbreakup #boomslime #jennyslime #satisfyingslimevideos #jerryslime Slime Special Series Mixing Red vs Blue Mekeup, Parts, glitter... Into Slime!.	22	People & Blogs	PT10M16S	616	2d	hd	false	https://i.ytimg.com/vi/qIcOhEJxvIw/maxresdefault.jpg	1	699914	8719	1056	0	892
83	UC66qTRH20AvahadBgw5YYyQ	Life with Brothers	qmwO7hokGeM	2019-06-28T18:08:12.000Z	2019-06-28 18:08:12	DAY #2 Last To Leave the Purple Slime Pool wins $10,000	Day #2 Last To Leave the PURPLE SLIME POOLS wins $10,000 Izzy and Mary made two giant purple slime swimming pools in the house. Izzy and Mary Challenged each other to see who would stay in the purple slime pools the longest. Watch Day #1 in the purple slime pool! https://youtu.be/TDFPIbiEY_0 Last To Leave the Slime Pool wins $3,000 https://www.youtube.com/watch?v=x--i5J5-FqM&t=48s Last To Leave the Slime Pool wins $3,000 Day #2 https://www.youtube.com/watch?v=Fdq0EXYoJYw	24	Entertainment	PT10M11S	611	2d	hd	false	https://i.ytimg.com/vi/qmwO7hokGeM/maxresdefault.jpg	1	428345	5875	596	0	
84	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	v5m9oLE1dBU	2019-05-18T13:30:02.000Z	2019-05-18 13:30:02	Pink vs Purple - Mixing Makeup Eyeshadow Into Slime! Special Series 83 Satisfying Slime Video	Hi guys! In this makeup destruction video, I'm going to be Mixing Makeup Eyeshadow into Clear Slime with pink and purple colored makeup. I'll be mixing and breaking up makeup and eye shadow into two clear slimes and separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying special series slime video. Thank you for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Pink 💗 vs 💙 Teal - https://youtu.be/qNmBPEaLxME Pink 💗 vs 💚 Mint - https://youtu.be/iigOAbYeQ-g Pink 💗 vs 💙 Blue #2 - https://youtu.be/tw7tdgZ_oAM Pink💗 vs 💜Purple - https://youtu.be/4xAPB9Qrq-U Pink 💗 vs 💙 Blue #1 - https://youtu.be/8OemNihNqCY Pink 💗 vs 💿 Silver - https://youtu.be/0bsXhOcAgo8 Red ❤️ vs 🍫 Chocolate - https://youtu.be/Du0hlaEfRSw Light Blue 💙 vs 💙 Dark Blue - https://youtu.be/_ti6c4BwuRM Rose 🌹 vs 📀Gold - https://youtu.be/GCBOQJXc_FQ Black 🖤 vs 💚Green - https://youtu.be/0FI-YmVCxMY Red ❤️ vs 🧡 Orange - https://youtu.be/GMO9mURA2Ic Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Pink 💗 vs 💗Pink - https://youtu.be/u0ye5d0l1Nc Blue💙 vs 💗Pink - https://youtu.be/mWsJEbxJyf0 Pink 💗 vs 📀 Gold - https://youtu.be/q8N728katcA Pink 💗 vs 🖤 Black- https://youtu.be/13cRrb4j-Mk Pink💗 vs 🐶Brown - https://youtu.be/19pVn8PV5fA Pink 💗 vs 💛 Yellow - https://youtu.be/VzkxjRTtH2o Pink💗 vs 💜Purple - https://youtu.be/5HBaIUe-Sts Pink💗 vs 🧡Orange - https://youtu.be/qxrTYJEReYk Purple💜 vs 💙 Blue - https://youtu.be/PdCcSDfNy4A Silver💿 vs 📀Gold - https://youtu.be/Iun4FldGDFc Black🖤 vs 💮White - https://youtu.be/_NWr3njEhXY Blue 💙 vs 💿 Silver - https://youtu.be/R_Vh_9F7-Ys Burgundy🏮 vs 🐶Beige - https://youtu.be/kQkv5YuJZJI Teal 💎 vs 🐮 Brown https://youtu.be/NGyLXVjGiH4 Red ❤️ vs 💛 Yellow - https://youtu.be/opjPFOMRqaw Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Teal 💎 vs 💜 Purple - https://youtu.be/RRIA8Q1lsqo Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Orange🧡 vs 💛Yellow - https://youtu.be/JAabZQY6xs4 Purple💜 vs 💚Green - https://youtu.be/DiihirxK3Dc Red🌹 vs 💮White - https://youtu.be/vo1akDO6tBA Black🖤 vs 💛Yellow - https://youtu.be/J0-Qm6rEgcQ Pink💗 vs 💚Green - https://youtu.be/J0-Qm6rEgcQ Gold📀 vs 💎Teal - https://youtu.be/kQrveAnazT8 Green💚 vs 🧡Orange - https://youtu.be/ex1XHvB6ZvY Purple💜 vs 💛Yellow - https://youtu.be/8tg7CxMMiW8 Blue💙 vs ❤️Red - https://youtu.be/MaasbzlDyMQ Black🖤 vs 💗Pink - https://youtu.be/pN_EUbiwm6g Orange🧡 vs 💙Blue - https://youtu.be/Q0J-EXGju94 Red❤️ vs 💚Green - https://youtu.be/LSlUsJtN-Gw Purple💜 vs 🧡Orange -https://youtu.be/R4gkWB6szfY Blue💙 vs 💛Yellow - https://youtu.be/QPMXTaW4hCc Blue💙 vs ❤️Red❤️ vs 💛Yellow - https://youtu.be/YNU_IH3G7YE #lenaslime #makeupslime #eyeshadowslime #makeupasmr #makeupdestruction ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #makeupbreakup #boomslime #jennyslime #satisfyingslimevideos #jerryslime Slime Special Series Mixing Pink vs Purple Mekeup, Parts, glitter... Into Slime!.	22	People & Blogs	PT13M34S	814	2d	hd	false	https://i.ytimg.com/vi/v5m9oLE1dBU/maxresdefault.jpg	1	9990696	91208	17832	0	7821
85	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	8OemNihNqCY	2019-03-30T14:15:00.000Z	2019-03-30 14:15:00	Mixing Makeup Eyeshadow Into Slime! Pink vs Blue Special Series Part 46 Satisfying Slime Video	Hi guys! I'm going to be Mixing Makeup Eyeshadow into Clear Slime with Pink and Blue makeup. I'll be mixing full cut eye shadow into two clear slimes and separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying special series slime video. Thank you for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Black 🖤 vs 💚Green - https://youtu.be/0FI-YmVCxMY Red ❤️ vs 🧡 Orange - https://youtu.be/GMO9mURA2Ic Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Pink 💗 vs 💗Pink - https://youtu.be/u0ye5d0l1Nc Blue💙 vs 💗Pink - https://youtu.be/mWsJEbxJyf0 Pink 💗 vs 📀 Gold - https://youtu.be/q8N728katcA Pink 💗 vs 🖤 Black- https://youtu.be/13cRrb4j-Mk Pink💗 vs 🐶Brown - https://youtu.be/19pVn8PV5fA Pink 💗 vs 💛 Yellow - https://youtu.be/VzkxjRTtH2o Pink💗 vs 💜Purple - https://youtu.be/5HBaIUe-Sts Pink💗 vs 🧡Orange - https://youtu.be/qxrTYJEReYk Purple💜 vs 💙 Blue - https://youtu.be/PdCcSDfNy4A Silver💿 vs 📀Gold - https://youtu.be/Iun4FldGDFc Black🖤 vs 💮White - https://youtu.be/_NWr3njEhXY Blue 💙 vs 💿 Silver - https://youtu.be/R_Vh_9F7-Ys Burgundy🏮 vs 🐶Beige - https://youtu.be/kQkv5YuJZJI Teal 💎 vs 🐮 Brown https://youtu.be/NGyLXVjGiH4 Red ❤️ vs 💛 Yellow - https://youtu.be/opjPFOMRqaw Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Teal 💎 vs 💜 Purple - https://youtu.be/RRIA8Q1lsqo Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Orange🧡 vs 💛Yellow - https://youtu.be/JAabZQY6xs4 Purple💜 vs 💚Green - https://youtu.be/DiihirxK3Dc Red🌹 vs 💮White - https://youtu.be/vo1akDO6tBA Black🖤 vs 💛Yellow - https://youtu.be/J0-Qm6rEgcQ Pink💗 vs 💚Green - https://youtu.be/J0-Qm6rEgcQ Gold📀 vs 💎Teal - https://youtu.be/kQrveAnazT8 Green💚 vs 🧡Orange - https://youtu.be/ex1XHvB6ZvY Purple💜 vs 💛Yellow - https://youtu.be/8tg7CxMMiW8 Blue💙 vs ❤️Red - https://youtu.be/MaasbzlDyMQ Black🖤 vs 💗Pink - https://youtu.be/pN_EUbiwm6g Orange🧡 vs 💙Blue - https://youtu.be/Q0J-EXGju94 Red❤️ vs 💚Green - https://youtu.be/LSlUsJtN-Gw Purple💜 vs 🧡Orange -https://youtu.be/R4gkWB6szfY Blue💙 vs 💛Yellow - https://youtu.be/QPMXTaW4hCc Blue💙 vs ❤️Red❤️ vs 💛Yellow - https://youtu.be/YNU_IH3G7YE #lenaslime #makeupslime #eyeshadowslime #fullcuteyeshadowslime #fullcutmakeupslime ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #colorslime #boomslime #jennyslime #satisfyingslimevideos #jerryslime Slime Special Series Mixing "Pink" vs "Blue" Mekeup,Parts,glitter... Into Slime!.	22	People & Blogs	PT12M8S	728	2d	hd	false	https://i.ytimg.com/vi/8OemNihNqCY/maxresdefault.jpg	1	14079267	95356	22703	0	10503
86	UCVb3Kouf3YKbazTzUOlD3Ag	The Best Satisfying	nTqRnLkvptE	2019-04-03T16:00:11.000Z	2019-04-03 16:00:11	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 153	The Most Satisfying Slime ASMR Videos | Oddly Satisfying Slime 2019 | 153 #satisfying #slime #asmr Subscribe: https://bit.ly/2UOLGfo Don't forget to like the video! =) Credits: cmt290010 daya0525 dx686886 mintyslimey What does ASMR mean? Autonomous sensory meridian response (ASMR) is an experience characterized by a static-like or tingling sensation on the skin that typically begins on the scalp and moves down the back of the neck and upper spine. Email us for business: business@pusic.yt Our site: www.pusicentertainment.com	24	Entertainment	PT13M	780	2d	hd	false	https://i.ytimg.com/vi/nTqRnLkvptE/maxresdefault.jpg	1	2202086	20988	1770	0	1562
87	UCVb3Kouf3YKbazTzUOlD3Ag	The Best Satisfying	z1gg35gfTJ4	2019-07-02T19:14:57.000Z	2019-07-02 19:14:57	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 280	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 280 👇👇👇👇👇👇👇👇👇👇👇 Subscribe: https://bit.ly/2UOLGfo Don't forget to like the video! =) #satisfying #slime #asmr Follow us! Snapchat: TBestSatisfying Instagram: @tbestsatisfying Spotify: TBestSatisfying TikTok: TBestSatisfying Instagram Credits: mintyslimey aeslimeic asmr_soap_granny asmr_soap_princess asmr_vid___ helen.asmr laurensoaps paragon.slimes qweenyslime sicksliems slimeaxis slimebyian slimedivinee slimeygluten soap.asmr.ns soap.asmr.ua sprousesslimes Kwai credits: cmt290010 daya0525 dx686886 ws000000 Yanxizaoan666 What does ASMR mean? Autonomous sensory meridian response (ASMR) is an experience characterized by a static-like or tingling sensation on the skin that typically begins on the scalp and moves down the back of the neck and upper spine. Email us for business: business@pusic.yt Our site: www.pusicentertainment.com	24	Entertainment	PT13M3S	783	2d	hd	false	https://i.ytimg.com/vi/z1gg35gfTJ4/maxresdefault.jpg	1	365347	4406	357	0	339
88	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	1Fbih6ZOi_M	2019-06-08T14:33:46.000Z	2019-06-08 14:33:46	Pink vs Blue - Mixing Makeup Eyeshadow Into Slime! Special Series 101 Satisfying Slime Video	Hi guys! In this makeup destruction video, I'm going to be Mixing Makeup Eyeshadow into Clear Slime with Pink and Blue colored makeup. I'll be mixing and breaking up makeup and eye shadow into two clear slimes and separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying special series slime video. Thank you for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Galaxy 🌌 vs 🦄 Unicorn - https://youtu.be/4GSq76q2Ip4 Pink 💗 vs 💙 Teal - https://youtu.be/qNmBPEaLxME Pink 💗 vs 💚 Mint - https://youtu.be/iigOAbYeQ-g Pink 💗 vs 💙 Blue #2 - https://youtu.be/tw7tdgZ_oAM Pink💗 vs 💜Purple - https://youtu.be/4xAPB9Qrq-U Pink 💗 vs 💙 Blue #1 - https://youtu.be/8OemNihNqCY Pink 💗 vs 💿 Silver - https://youtu.be/0bsXhOcAgo8 Red ❤️ vs 🍫 Chocolate - https://youtu.be/Du0hlaEfRSw Light Blue 💙 vs 💙 Dark Blue - https://youtu.be/_ti6c4BwuRM Rose 🌹 vs 📀Gold - https://youtu.be/GCBOQJXc_FQ Black 🖤 vs 💚Green - https://youtu.be/0FI-YmVCxMY Red ❤️ vs 🧡 Orange - https://youtu.be/GMO9mURA2Ic Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Pink 💗 vs 💗Pink - https://youtu.be/u0ye5d0l1Nc Blue💙 vs 💗Pink - https://youtu.be/mWsJEbxJyf0 Pink 💗 vs 📀 Gold - https://youtu.be/q8N728katcA Pink 💗 vs 🖤 Black- https://youtu.be/13cRrb4j-Mk Pink💗 vs 🐶Brown - https://youtu.be/19pVn8PV5fA Pink 💗 vs 💛 Yellow - https://youtu.be/VzkxjRTtH2o Pink💗 vs 💜Purple - https://youtu.be/5HBaIUe-Sts Pink💗 vs 🧡Orange - https://youtu.be/qxrTYJEReYk Purple💜 vs 💙 Blue - https://youtu.be/PdCcSDfNy4A Silver💿 vs 📀Gold - https://youtu.be/Iun4FldGDFc Black🖤 vs 💮White - https://youtu.be/_NWr3njEhXY Blue 💙 vs 💿 Silver - https://youtu.be/R_Vh_9F7-Ys Burgundy🏮 vs 🐶Beige - https://youtu.be/kQkv5YuJZJI Teal 💎 vs 🐮 Brown https://youtu.be/NGyLXVjGiH4 Red ❤️ vs 💛 Yellow - https://youtu.be/opjPFOMRqaw Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Teal 💎 vs 💜 Purple - https://youtu.be/RRIA8Q1lsqo Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Orange🧡 vs 💛Yellow - https://youtu.be/JAabZQY6xs4 Purple💜 vs 💚Green - https://youtu.be/DiihirxK3Dc Red🌹 vs 💮White - https://youtu.be/vo1akDO6tBA Black🖤 vs 💛Yellow - https://youtu.be/J0-Qm6rEgcQ Pink💗 vs 💚Green - https://youtu.be/J0-Qm6rEgcQ Gold📀 vs 💎Teal - https://youtu.be/kQrveAnazT8 Green💚 vs 🧡Orange - https://youtu.be/ex1XHvB6ZvY Purple💜 vs 💛Yellow - https://youtu.be/8tg7CxMMiW8 Blue💙 vs ❤️Red - https://youtu.be/MaasbzlDyMQ Black🖤 vs 💗Pink - https://youtu.be/pN_EUbiwm6g Orange🧡 vs 💙Blue - https://youtu.be/Q0J-EXGju94 Red❤️ vs 💚Green - https://youtu.be/LSlUsJtN-Gw Purple💜 vs 🧡Orange -https://youtu.be/R4gkWB6szfY Blue💙 vs 💛Yellow - https://youtu.be/QPMXTaW4hCc Blue💙 vs ❤️Red❤️ vs 💛Yellow - https://youtu.be/YNU_IH3G7YE #lenaslime #makeupslime #eyeshadowslime #makeupasmr #makeupdestruction ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #makeupbreakup #boomslime #jennyslime #satisfyingslimevideos #jerryslime Slime Special Theme Series Mixing Pink vs Blue Mekeup, Parts, glitter... Into Slime!.	22	People & Blogs	PT12M4S	724	2d	hd	false	https://i.ytimg.com/vi/1Fbih6ZOi_M/maxresdefault.jpg	1	578734	7954	712	0	607
89	UC-TE-L8bwaihKqA5oLuEyeA	Ryo Slime	G0Da8jtxZ0U	2019-07-05T15:00:04.000Z	2019-07-05 15:00:04	Slime Coloring with Makeup Compilation ! Most Satisfying Slime ASMR Videos #31	Slime Coloring with Makeup Compilation ! Most Satisfying Slime ASMR Videos #31 | #RyoSlime Thanks for watching ! Please like, share and subscribe ! 👉https://www.youtube.com/c/RyoSlime #MakeupSlime #EyeshadowSlime #SlimeColoring ---------------------------------------------------------------------------- FEATURED CHANNELS ---------------------------------------------------------------------------- #IzabelaStress #TomSlime #TanyaSt #LenaSlime #JennySlime #SatisfyChannel #TepSlime #BoomSlime #SatisfyingSlimeVideos #HongGiangDIYSlime #SatisfyingSlimeVideos #HelloMaphie #Izabeloi	26	Howto & Style	PT8M43S	523	2d	hd	false	https://i.ytimg.com/vi/G0Da8jtxZ0U/maxresdefault.jpg	1	3074729	29041	3465	0	2135
90	UCVb3Kouf3YKbazTzUOlD3Ag	The Best Satisfying	ozhWeT2L1Ds	2019-03-29T19:37:55.000Z	2019-03-29 19:37:55	The Most Satisfying Slime ASMR Videos | Relaxing Oddly Satisfying Slime 2019 | 146	The Most Satisfying Slime ASMR Videos | Oddly Satisfying Slime 2019 | 146 #satisfying #slime #asmr Subscribe: https://bit.ly/2UOLGfo Don't forget to like the video! =) Credits: cmt290010 daya0525 dx686886 mintyslimey What does ASMR mean? Autonomous sensory meridian response (ASMR) is an experience characterized by a static-like or tingling sensation on the skin that typically begins on the scalp and moves down the back of the neck and upper spine. Email us for business: business@pusic.yt Our site: www.pusicentertainment.com	24	Entertainment	PT13M35S	815	2d	hd	false	https://i.ytimg.com/vi/ozhWeT2L1Ds/maxresdefault.jpg	1	2585665	18481	1671	0	1273
91	UCTM-p_LO8fsbLRMFqitWqBA	Lena Slime	cY7z42tIOQ4	2019-05-13T14:45:00.000Z	2019-05-13 14:45:00	Peanut Butter vs Jelly - Mixing Makeup Eyeshadow Into Slime! Special Series Satisfying Slime Video	Hi guys! In this makeup destruction video, I'm going to be Mixing Makeup Eyeshadow into Clear Slime with peanut butter and jelly colored makeup. I'll be mixing and breaking up makeup and eye shadow into two clear slimes and separating the colors out to make a beautiful swirl slime at the end! I hope you enjoy this satisfying special series slime video. Thank you for watching. Love you! 💗 Subscribe and Come Watch these! You will like: Pink 💗 vs 💙 Teal - https://youtu.be/qNmBPEaLxME Pink 💗 vs 💚 Mint - https://youtu.be/iigOAbYeQ-g Pink 💗 vs 💙 Blue #2 - https://youtu.be/tw7tdgZ_oAM Pink💗 vs 💜Purple - https://youtu.be/4xAPB9Qrq-U Pink 💗 vs 💙 Blue #1 - https://youtu.be/8OemNihNqCY Pink 💗 vs 💿 Silver - https://youtu.be/0bsXhOcAgo8 Red ❤️ vs 🍫 Chocolate - https://youtu.be/Du0hlaEfRSw Light Blue 💙 vs 💙 Dark Blue - https://youtu.be/_ti6c4BwuRM Rose 🌹 vs 📀Gold - https://youtu.be/GCBOQJXc_FQ Black 🖤 vs 💚Green - https://youtu.be/0FI-YmVCxMY Red ❤️ vs 🧡 Orange - https://youtu.be/GMO9mURA2Ic Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Pink 💗 vs 💗Pink - https://youtu.be/u0ye5d0l1Nc Blue💙 vs 💗Pink - https://youtu.be/mWsJEbxJyf0 Pink 💗 vs 📀 Gold - https://youtu.be/q8N728katcA Pink 💗 vs 🖤 Black- https://youtu.be/13cRrb4j-Mk Pink💗 vs 🐶Brown - https://youtu.be/19pVn8PV5fA Pink 💗 vs 💛 Yellow - https://youtu.be/VzkxjRTtH2o Pink💗 vs 💜Purple - https://youtu.be/5HBaIUe-Sts Pink💗 vs 🧡Orange - https://youtu.be/qxrTYJEReYk Purple💜 vs 💙 Blue - https://youtu.be/PdCcSDfNy4A Silver💿 vs 📀Gold - https://youtu.be/Iun4FldGDFc Black🖤 vs 💮White - https://youtu.be/_NWr3njEhXY Blue 💙 vs 💿 Silver - https://youtu.be/R_Vh_9F7-Ys Burgundy🏮 vs 🐶Beige - https://youtu.be/kQkv5YuJZJI Teal 💎 vs 🐮 Brown https://youtu.be/NGyLXVjGiH4 Red ❤️ vs 💛 Yellow - https://youtu.be/opjPFOMRqaw Green 💚 vs 💿 Silver - https://youtu.be/Flz86htj7oI Teal 💎 vs 💜 Purple - https://youtu.be/RRIA8Q1lsqo Blue💙 vs 💚Green - https://youtu.be/DfxHPTwiM48 Orange🧡 vs 💛Yellow - https://youtu.be/JAabZQY6xs4 Purple💜 vs 💚Green - https://youtu.be/DiihirxK3Dc Red🌹 vs 💮White - https://youtu.be/vo1akDO6tBA Black🖤 vs 💛Yellow - https://youtu.be/J0-Qm6rEgcQ Pink💗 vs 💚Green - https://youtu.be/J0-Qm6rEgcQ Gold📀 vs 💎Teal - https://youtu.be/kQrveAnazT8 Green💚 vs 🧡Orange - https://youtu.be/ex1XHvB6ZvY Purple💜 vs 💛Yellow - https://youtu.be/8tg7CxMMiW8 Blue💙 vs ❤️Red - https://youtu.be/MaasbzlDyMQ Black🖤 vs 💗Pink - https://youtu.be/pN_EUbiwm6g Orange🧡 vs 💙Blue - https://youtu.be/Q0J-EXGju94 Red❤️ vs 💚Green - https://youtu.be/LSlUsJtN-Gw Purple💜 vs 🧡Orange -https://youtu.be/R4gkWB6szfY Blue💙 vs 💛Yellow - https://youtu.be/QPMXTaW4hCc Blue💙 vs ❤️Red❤️ vs 💛Yellow - https://youtu.be/YNU_IH3G7YE #lenaslime #makeupslime #eyeshadowslime #makeupasmr #makeupdestruction ---------------------------------------------------------------------------------------------------------- LOOKING FOR MORE SLIME? CHECK OUT THESE GREAT CHANNELS ---------------------------------------------------------------------------------------------------------- #tanyast #izabelastress #tomslime #satisfychannel #tepslime #makeupbreakup #boomslime #jennyslime #satisfyingslimevideos #jerryslime Slime Special Series Mixing Brown vs Purple Mekeup, Parts, glitter... Into Slime!.	22	People & Blogs	PT14M57S	897	2d	hd	false	https://i.ytimg.com/vi/cY7z42tIOQ4/maxresdefault.jpg	1	1245010	10978	1257	0	863
